brand,user_id
Apple,user_1796
Apple,user_7918
Apple,user_1252
Android,user_2004
Apple,user_2514
Android,user_3625
Android,user_1199
Android,user_7034
Apple,user_5104
Apple,user_7146
Android,user_2220
Android,user_5989
Apple,user_8547
Android,user_9177
Android,user_9264
Android,user_7330
Android,user_3266
Android,user_6795
Apple,user_6310
Apple,user_3357
Android,user_1662
Android,user_6029
Apple,user_6296
Apple,user_5389
Apple,user_5243
Android,user_8873
Apple,user_3800
Android,user_2426
Android,user_1677
Apple,user_8202
Android,user_2299
Android,user_9340
Apple,user_3832
Apple,user_7475
Android,user_3162
Apple,user_9530
Apple,user_3116
Apple,user_9856
Apple,user_4720
Android,user_3382
Android,user_1047
Android,user_669
Apple,user_7613
Apple,user_1395
Apple,user_1341
Apple,user_9823
Android,user_6047
Apple,user_1119
Android,user_3154
Apple,user_4419
Android,user_4614
Apple,user_845
Apple,user_5971
Apple,user_6576
Android,user_7538
Apple,user_7149
Apple,user_8037
Android,user_918
Apple,user_4868
Apple,user_6925
Apple,user_2102
Android,user_2735
Apple,user_2856
Android,user_8166
Apple,user_7308
Android,user_597
Android,user_1268
Android,user_8728
Android,user_3210
Android,user_4826
Android,user_1768
Apple,user_734
Apple,user_3335
Android,user_5748
Apple,user_6057
Apple,user_9704
Apple,user_8816
Apple,user_7521
Android,user_9633
Apple,user_895
Unknown,user_5379
Apple,user_1797
Apple,user_1250
Apple,user_5937
Apple,user_5985
Android,user_5958
Apple,user_1310
Apple,user_8124
Apple,user_8687
Android,user_139
Apple,user_2064
Apple,user_5202
Android,user_3081
Android,user_156
Android,user_8189
Android,user_9538
Android,user_5457
Android,user_4735
Android,user_4145
Android,user_1270
Apple,user_2893
Apple,user_7852
Android,user_9693
Android,user_7173
Android,user_7247
Apple,user_1517
Android,user_4959
Apple,user_851
Android,user_7385
Apple,user_4947
Android,user_9412
Android,user_6888
Android,user_6415
Android,user_3827
Apple,user_2741
Apple,user_6098
Android,user_3868
Apple,user_7795
Android,user_2859
Apple,user_6408
Android,user_7351
Android,user_60
Apple,user_6158
Apple,user_9961
Android,user_5033
Apple,user_6420
Android,user_890
Apple,user_7856
Android,user_2036
Android,user_1090
Android,user_7461
Android,user_9123
Apple,user_3015
Android,user_3448
Apple,user_2522
Android,user_5130
Apple,user_6797
Apple,user_5150
Android,user_5328
Apple,user_3172
Apple,user_2847
Android,user_8636
Android,user_1558
Android,user_7083
Apple,user_1762
Apple,user_6095
Apple,user_4075
Android,user_3318
Apple,user_846
Apple,user_80
Apple,user_9041
Android,user_2523
Apple,user_2245
Android,user_3545
Apple,user_3301
Apple,user_1169
Android,user_2134
Android,user_7325
Apple,user_382
Apple,user_4258
Apple,user_4407
Apple,user_4889
Android,user_7671
Apple,user_5164
Apple,user_1137
Apple,user_1599
Apple,user_2472
Android,user_4652
Android,user_126
Android,user_5427
Android,user_8484
Apple,user_4478
Apple,user_2200
Apple,user_5648
Apple,user_2477
Apple,user_6020
Android,user_3002
Android,user_6700
Android,user_8052
Android,user_4741
Android,user_5735
Android,user_8544
Android,user_2852
Android,user_9459
Apple,user_1205
Apple,user_1321
Android,user_677
Apple,user_5140
Android,user_2114
Android,user_6114
Apple,user_9488
Apple,user_3230
Apple,user_5647
Android,user_2649
Android,user_4361
Apple,user_1657
Apple,user_3746
Apple,user_8328
Apple,user_436
Apple,user_8803
Apple,user_4366
Apple,user_5169
Android,user_5882
Apple,user_2283
Android,user_878
Apple,user_601
Android,user_6208
Apple,user_8571
Apple,user_9170
Apple,user_446
Android,user_9734
Android,user_5174
Android,user_8285
Android,user_1825
Apple,user_631
Android,user_5517
Android,user_3571
Apple,user_1934
Android,user_7158
Apple,user_2348
Apple,user_494
Apple,user_1715
Android,user_7529
Apple,user_120
Apple,user_502
Apple,user_3791
Android,user_1702
Android,user_6881
Apple,user_4693
Android,user_1387
Android,user_7963
Android,user_3156
Android,user_1969
Apple,user_5773
Apple,user_4715
Apple,user_2905
Apple,user_6364
Apple,user_7553
Apple,user_1873
Apple,user_2182
Android,user_2975
Apple,user_4000
Android,user_2045
Apple,user_4461
Android,user_4374
Apple,user_760
Apple,user_4324
Apple,user_7145
Apple,user_3183
Apple,user_9333
Android,user_949
Apple,user_2787
Apple,user_1978
Android,user_6781
Apple,user_3711
Apple,user_6998
Apple,user_5946
Apple,user_2499
Apple,user_9793
Apple,user_3796
Android,user_1851
Android,user_6724
Apple,user_7582
Android,user_2464
Android,user_2318
Android,user_4140
Apple,user_3810
Android,user_1507
Apple,user_6499
Android,user_6086
Android,user_3612
Apple,user_8042
Apple,user_1863
Apple,user_8506
Apple,user_7347
Apple,user_9594
Android,user_6689
Android,user_928
Android,user_7535
Android,user_151
Android,user_5542
Apple,user_4892
Android,user_3813
Android,user_8898
Android,user_6016
Apple,user_5565
Apple,user_2513
Apple,user_115
Android,user_4150
Apple,user_2466
Android,user_7788
Apple,user_3531
Apple,user_3291
Android,user_3510
Android,user_6559
Android,user_4589
Android,user_1495
Android,user_1993
Android,user_8631
Apple,user_7634
Apple,user_352
Apple,user_5228
Apple,user_6197
Apple,user_6423
Android,user_898
Apple,user_3167
Apple,user_5043
Apple,user_1557
Apple,user_7787
Apple,user_5527
Apple,user_6478
Apple,user_8619
Android,user_1619
Apple,user_9656
Apple,user_3264
Apple,user_295
Android,user_3070
Apple,user_32
Apple,user_8365
Apple,user_1634
Apple,user_6590
Android,user_6783
Android,user_8906
Android,user_8417
Android,user_2832
Apple,user_8054
Android,user_2229
Android,user_5669
Apple,user_8507
Apple,user_9154
Apple,user_3589
Apple,user_4658
Android,user_1166
Android,user_7440
Apple,user_8391
Apple,user_3824
Android,user_1784
Apple,user_8237
Apple,user_1385
Android,user_3951
Apple,user_576
Apple,user_9593
Android,user_1718
Android,user_1989
Apple,user_5102
Android,user_6487
Apple,user_7811
Apple,user_844
Apple,user_3548
Android,user_7855
Android,user_9246
Android,user_5857
Android,user_1354
Android,user_2113
Android,user_1635
Apple,user_9445
Android,user_5477
Android,user_4880
Apple,user_8517
Apple,user_353
Android,user_8061
Android,user_6081
Apple,user_2291
Apple,user_5765
Android,user_9086
Android,user_3591
Android,user_5435
Android,user_871
Apple,user_6934
Android,user_1985
Android,user_6828
Android,user_4514
Android,user_1015
Android,user_1511
Apple,user_6503
Apple,user_7052
Apple,user_4796
Android,user_8536
Apple,user_2153
Apple,user_4513
Apple,user_3991
Android,user_8216
Apple,user_5126
Android,user_5779
Android,user_7900
Apple,user_4558
Android,user_268
Apple,user_466
Android,user_1669
Apple,user_8522
Android,user_9146
Android,user_7877
Apple,user_5925
Android,user_6396
Android,user_3117
Android,user_5551
Android,user_7649
Android,user_6497
Apple,user_165
Apple,user_4255
Android,user_7578
Android,user_6825
Android,user_1954
Android,user_4477
Apple,user_8230
Apple,user_1046
Android,user_861
Apple,user_5756
Apple,user_1502
Apple,user_1988
Android,user_4300
Apple,user_9976
Android,user_6094
Android,user_3170
Apple,user_5461
Apple,user_4967
Apple,user_4979
Apple,user_4577
Apple,user_6919
Android,user_7208
Android,user_7536
Apple,user_2210
Apple,user_7231
Apple,user_9815
Apple,user_6262
Android,user_8585
Apple,user_5096
Android,user_2415
Android,user_5862
Android,user_9955
Apple,user_6108
Android,user_9375
Android,user_4362
Apple,user_1141
Apple,user_7951
Android,user_1528
Android,user_5425
Android,user_2487
Android,user_1660
Apple,user_8811
Android,user_9194
Apple,user_1228
Android,user_2781
Apple,user_8478
Android,user_2945
Apple,user_4624
Android,user_3549
Apple,user_790
Apple,user_3516
Apple,user_652
Android,user_5299
Android,user_5869
Apple,user_9478
Android,user_9470
Android,user_4919
Apple,user_5176
Android,user_4667
Android,user_2669
Apple,user_2645
Android,user_3913
Apple,user_4096
Apple,user_1162
Apple,user_2732
Apple,user_5747
Android,user_8466
Android,user_8992
Apple,user_7024
Android,user_7596
Apple,user_3839
Android,user_8078
Android,user_4107
Apple,user_3050
Apple,user_7762
Apple,user_7284
Apple,user_6914
Apple,user_7672
Android,user_2657
Android,user_6585
Android,user_8779
Apple,user_4016
Android,user_5540
Android,user_535
Apple,user_490
Android,user_4294
Android,user_5247
Android,user_4420
Apple,user_4874
Android,user_282
Apple,user_2457
Apple,user_937
Apple,user_160
Android,user_6754
Apple,user_5783
Apple,user_1
Apple,user_8095
Apple,user_6523
Apple,user_4061
Apple,user_700
Android,user_3721
Apple,user_4840
Apple,user_3777
Apple,user_1179
Apple,user_1612
Apple,user_1577
Apple,user_975
Android,user_3229
Apple,user_3892
Android,user_1942
Android,user_3195
Apple,user_6837
Android,user_9691
Android,user_5763
Apple,user_5222
Android,user_9824
Apple,user_399
Android,user_8303
Android,user_4182
Apple,user_7374
Android,user_680
Apple,user_3521
Apple,user_1753
Android,user_7074
Android,user_1700
Apple,user_7478
Apple,user_1719
Apple,user_6838
Android,user_7254
Apple,user_7987
Android,user_4220
Apple,user_4523
Apple,user_8308
Android,user_3164
Android,user_8247
Apple,user_4488
Apple,user_6150
Apple,user_9014
Android,user_4799
Apple,user_5074
Apple,user_7921
Apple,user_6240
Apple,user_2567
Apple,user_3375
Apple,user_7537
Android,user_5337
Apple,user_4222
Android,user_5509
Android,user_5815
Android,user_3626
Android,user_3779
Apple,user_8525
Apple,user_9188
Apple,user_3462
Apple,user_3972
Android,user_1953
Apple,user_549
Apple,user_8123
Apple,user_6859
Apple,user_4504
Android,user_7828
Apple,user_3194
Android,user_7893
Apple,user_5607
Android,user_8056
Apple,user_8002
Apple,user_588
Apple,user_6876
Android,user_7384
Android,user_737
Android,user_3749
Android,user_2765
Android,user_3236
Apple,user_4089
Apple,user_9117
Android,user_1685
Android,user_4363
Apple,user_6302
Android,user_8519
Apple,user_7473
Apple,user_4841
Android,user_1591
Android,user_5576
Android,user_1542
Android,user_2117
Android,user_6965
Android,user_5550
Android,user_9873
Android,user_710
Android,user_6890
Apple,user_1567
Apple,user_6711
Apple,user_1376
Android,user_9990
Android,user_6525
Android,user_726
Android,user_8628
Apple,user_368
Android,user_1556
Android,user_7962
Android,user_9268
Android,user_1005
Android,user_1940
Apple,user_5246
Apple,user_7107
Apple,user_7487
Apple,user_5652
Apple,user_3396
Apple,user_1919
Apple,user_3694
Android,user_8875
Apple,user_4853
Android,user_7015
Apple,user_7879
Android,user_9090
Android,user_3883
Apple,user_6712
Apple,user_9271
Apple,user_9230
Android,user_9443
Apple,user_7466
Android,user_447
Apple,user_332
Android,user_3452
Apple,user_3610
Android,user_5880
Android,user_6068
Android,user_7888
Android,user_5834
Apple,user_4171
Android,user_5606
Apple,user_328
Android,user_4329
Apple,user_4787
Apple,user_5350
Android,user_8647
Android,user_527
Apple,user_4033
Android,user_6489
Android,user_7079
Apple,user_3039
Android,user_5061
Apple,user_2969
Apple,user_9754
Apple,user_9114
Apple,user_590
Apple,user_8594
Android,user_6243
Apple,user_9849
Android,user_279
Apple,user_9143
Android,user_3930
Apple,user_1880
Android,user_9812
Android,user_8291
Apple,user_7821
Android,user_1905
Apple,user_2830
Android,user_7750
Android,user_2725
Android,user_6526
Apple,user_9852
Apple,user_34
Android,user_6813
Apple,user_5135
Android,user_3298
Android,user_3190
Apple,user_6508
Android,user_3097
Apple,user_6836
Apple,user_6469
Android,user_2261
Apple,user_4298
Apple,user_5940
Apple,user_3179
Apple,user_9377
Apple,user_191
Apple,user_9337
Android,user_3559
Apple,user_925
Apple,user_6791
Android,user_5496
Android,user_1438
Apple,user_2848
Apple,user_5455
Android,user_72
Android,user_3764
Apple,user_6153
Apple,user_8651
Android,user_4829
Apple,user_5703
Android,user_9779
Android,user_9469
Android,user_9553
Apple,user_5479
Apple,user_1259
Android,user_1413
Apple,user_4659
Apple,user_5375
Apple,user_493
Apple,user_3146
Android,user_6866
Android,user_6354
Apple,user_6282
Apple,user_1767
Android,user_5999
Android,user_2330
Apple,user_9654
Android,user_8932
Android,user_5241
Apple,user_7566
Apple,user_2955
Android,user_4969
Android,user_9310
Android,user_5923
Android,user_7737
Android,user_6982
Android,user_521
Android,user_3733
Apple,user_678
Android,user_2987
Apple,user_9372
Apple,user_4083
Android,user_3128
Apple,user_832
Apple,user_36
Apple,user_387
Android,user_475
Apple,user_5120
Android,user_3303
Apple,user_9529
Android,user_9804
Apple,user_5724
Apple,user_7174
Apple,user_3891
Android,user_672
Apple,user_7764
Apple,user_8075
Apple,user_175
Android,user_5827
Android,user_4631
Apple,user_5087
Apple,user_3474
Apple,user_150
Apple,user_7369
Android,user_2779
Apple,user_8243
Apple,user_3551
Apple,user_2230
Apple,user_4413
Android,user_9861
Apple,user_3577
Apple,user_8129
Apple,user_5305
Android,user_7349
Apple,user_7217
Apple,user_3642
Android,user_241
Apple,user_2326
Apple,user_7664
Android,user_2761
Apple,user_4189
Android,user_1706
Apple,user_7970
Apple,user_6168
Apple,user_1977
Apple,user_4239
Apple,user_8957
Apple,user_6107
Android,user_1521
Apple,user_7066
Apple,user_1593
Android,user_2525
Apple,user_4973
Android,user_1195
Android,user_1298
Apple,user_7937
Apple,user_9172
Android,user_4424
Android,user_4463
Apple,user_9835
Android,user_480
Apple,user_876
Android,user_6539
Apple,user_1258
Android,user_5709
Android,user_4376
Apple,user_1782
Android,user_8381
Android,user_2205
Apple,user_5277
Apple,user_6318
Android,user_6902
Android,user_9207
Android,user_1828
Apple,user_1811
Android,user_7263
Android,user_3320
Apple,user_3173
Android,user_9078
Apple,user_5467
Android,user_4991
Android,user_9508
Android,user_8346
Apple,user_5822
Apple,user_1918
Android,user_6845
Apple,user_4629
Android,user_9110
Apple,user_8608
Android,user_3478
Android,user_5916
Apple,user_3805
Android,user_5327
Apple,user_3286
Apple,user_1282
Android,user_5436
Android,user_3011
Apple,user_9603
Apple,user_5123
Android,user_6955
Android,user_8046
Android,user_3869
Apple,user_9272
Apple,user_4421
Android,user_1287
Apple,user_8480
Android,user_4586
Apple,user_6356
Apple,user_4981
Apple,user_2644
Apple,user_2500
Android,user_5115
Android,user_1887
Android,user_5481
Apple,user_3686
Apple,user_9294
Apple,user_732
Android,user_2930
Apple,user_6672
Android,user_3261
Apple,user_4634
Android,user_5227
Apple,user_5155
Apple,user_6369
Apple,user_7367
Apple,user_8907
Android,user_4774
Apple,user_371
Apple,user_4951
Android,user_3952
Apple,user_5901
Apple,user_6462
Android,user_6192
Android,user_3275
Apple,user_9073
Android,user_9474
Android,user_6229
Apple,user_4701
Android,user_9238
Apple,user_3102
Android,user_668
Android,user_4046
Android,user_2171
Apple,user_3370
Android,user_9876
Apple,user_2352
Apple,user_7530
Android,user_8825
Android,user_6785
Android,user_8705
Android,user_5711
Apple,user_4689
Android,user_3479
Apple,user_5609
Apple,user_4260
Android,user_4909
Android,user_9414
Android,user_473
Android,user_8504
Android,user_8513
Android,user_8966
Apple,user_8368
Apple,user_3716
Android,user_8196
Apple,user_1682
Android,user_6177
Apple,user_9554
Apple,user_1052
Android,user_3321
Android,user_4117
Apple,user_2254
Android,user_3186
Android,user_8737
Android,user_8178
Android,user_1379
Apple,user_9050
Android,user_697
Android,user_4766
Android,user_420
Apple,user_740
Android,user_3247
Apple,user_2632
Apple,user_6075
Android,user_8092
Apple,user_7111
Apple,user_7863
Android,user_8297
Android,user_5572
Android,user_7982
Apple,user_8361
Android,user_9130
Android,user_62
Android,user_9985
Apple,user_1375
Apple,user_4172
Android,user_2559
Apple,user_4496
Android,user_9983
Android,user_8727
Android,user_9778
Apple,user_8518
Android,user_9008
Apple,user_1903
Apple,user_1503
Apple,user_5473
Android,user_9079
Android,user_5267
Android,user_4923
Android,user_6191
Apple,user_3617
Apple,user_3920
Android,user_8767
Apple,user_3859
Apple,user_591
Apple,user_5633
Apple,user_5980
Apple,user_419
Apple,user_4998
Android,user_1222
Android,user_4249
Apple,user_7822
Apple,user_5424
Android,user_9397
Apple,user_3456
Apple,user_9282
Android,user_1613
Apple,user_8603
Android,user_4331
Apple,user_8441
Apple,user_5933
Android,user_3214
Android,user_3109
Android,user_7851
Android,user_3328
Apple,user_3595
Android,user_2378
Apple,user_8776
Apple,user_1687
Android,user_4542
Apple,user_8219
Apple,user_3974
Apple,user_4509
Android,user_4984
Android,user_2459
Apple,user_9715
Apple,user_2422
Android,user_9556
Android,user_4021
Android,user_2963
Apple,user_4467
Apple,user_152
Apple,user_3962
Apple,user_5301
Android,user_2396
Android,user_7067
Apple,user_823
Android,user_5444
Android,user_7840
Apple,user_45
Apple,user_1974
Android,user_6498
Android,user_9162
Android,user_8009
Android,user_5619
Android,user_2568
Apple,user_6924
Android,user_2983
Apple,user_6705
Android,user_7472
Android,user_8326
Apple,user_1402
Android,user_2954
Apple,user_4762
Android,user_8780
Android,user_1605
Android,user_2434
Android,user_6445
Android,user_3921
Android,user_8771
Apple,user_3846
Android,user_3645
Android,user_6320
Android,user_6738
Android,user_2923
Apple,user_6637
Android,user_4788
Apple,user_3647
Android,user_5949
Android,user_2801
Android,user_9083
Android,user_3226
Apple,user_1646
Android,user_8798
Android,user_9211
Apple,user_1064
Apple,user_6527
Apple,user_4229
Android,user_5171
Android,user_3995
Android,user_6516
Android,user_8181
Android,user_3394
Apple,user_3347
Android,user_2263
Apple,user_5705
Apple,user_7458
Apple,user_9662
Apple,user_7333
Apple,user_8400
Android,user_7585
Android,user_3431
Apple,user_780
Apple,user_657
Android,user_1248
Android,user_3736
Apple,user_3237
Android,user_2815
Apple,user_2956
Apple,user_4546
Apple,user_5603
Apple,user_6577
Android,user_6733
Apple,user_9707
Apple,user_9591
Apple,user_9392
Android,user_4090
Unknown,user_804
Unknown,user_1192
Apple,user_7477
Android,user_8944
Android,user_5250
Android,user_7012
Apple,user_2016
Apple,user_9355
Android,user_4863
Android,user_5879
Apple,user_2393
Apple,user_7739
Android,user_3255
Apple,user_7495
Android,user_8979
Apple,user_9952
Apple,user_7428
Android,user_1217
Apple,user_2011
Apple,user_2088
Android,user_8191
Apple,user_8724
Android,user_9674
Apple,user_2044
Apple,user_4574
Android,user_7022
Apple,user_3898
Apple,user_145
Android,user_7163
Android,user_9718
Apple,user_5289
Android,user_6686
Apple,user_5798
Apple,user_856
Apple,user_8321
Android,user_7470
Apple,user_620
Apple,user_5877
Android,user_636
Android,user_8035
Apple,user_5886
Apple,user_7494
Android,user_667
Android,user_9249
Android,user_4926
Apple,user_1844
Apple,user_4562
Apple,user_9550
Android,user_7600
Apple,user_5764
Apple,user_3760
Android,user_4015
Android,user_9027
Apple,user_4828
Android,user_5854
Apple,user_1079
Android,user_9330
Android,user_1374
Apple,user_3059
Android,user_6979
Apple,user_8259
Apple,user_906
Apple,user_5771
Android,user_9076
Apple,user_770
Apple,user_4114
Apple,user_1663
Apple,user_5197
Apple,user_7113
Apple,user_1689
Apple,user_6440
Apple,user_6655
Apple,user_9245
Apple,user_3574
Apple,user_6952
Android,user_4758
Apple,user_3373
Android,user_5664
Apple,user_7986
Apple,user_5177
Android,user_7872
Apple,user_5154
Apple,user_6578
Android,user_7118
Android,user_541
Apple,user_4656
Android,user_3720
Apple,user_2908
Apple,user_8520
Android,user_850
Apple,user_7991
Android,user_869
Apple,user_3775
Android,user_787
Apple,user_8849
Apple,user_2341
Apple,user_5913
Apple,user_487
Apple,user_4749
Apple,user_9746
Android,user_752
Android,user_3211
Android,user_2226
Apple,user_7791
Android,user_4398
Apple,user_8354
Android,user_8110
Apple,user_2883
Apple,user_1163
Apple,user_1129
Apple,user_3142
Apple,user_9416
Android,user_6381
Apple,user_2212
Apple,user_1408
Apple,user_8436
Android,user_6031
Android,user_7517
Apple,user_6441
Android,user_5128
Apple,user_2398
Android,user_7055
Apple,user_961
Apple,user_6839
Apple,user_8543
Apple,user_4241
Apple,user_8432
Android,user_8467
Apple,user_985
Android,user_1555
Apple,user_6958
Android,user_9343
Android,user_8115
Android,user_9468
Android,user_3491
Apple,user_3602
Apple,user_7233
Apple,user_3935
Android,user_2794
Android,user_8310
Apple,user_8530
Android,user_4156
Android,user_6889
Apple,user_2060
Apple,user_7084
Android,user_3504
Android,user_8388
Apple,user_8596
Apple,user_7131
Apple,user_9051
Android,user_6616
Apple,user_1544
Apple,user_6436
Android,user_1381
Android,user_1534
Apple,user_4830
Android,user_8161
Android,user_2359
Apple,user_85
Apple,user_7049
Android,user_8127
Android,user_7617
Android,user_2929
Apple,user_2191
Apple,user_6634
Apple,user_7269
Android,user_2027
Apple,user_4180
Apple,user_8576
Android,user_1614
Apple,user_9544
Android,user_8218
Apple,user_1804
Apple,user_670
Apple,user_6500
Android,user_8389
Android,user_6324
Apple,user_1071
Android,user_3765
Android,user_3916
Apple,user_9200
Android,user_29
Android,user_5345
Android,user_4106
Apple,user_3960
Android,user_9907
Android,user_4498
Unknown,user_185
Android,user_9394
Apple,user_7815
Apple,user_8430
Apple,user_7275
Android,user_7748
Apple,user_1747
Apple,user_9250
Android,user_5344
Android,user_7768
Android,user_9113
Android,user_3700
Android,user_2619
Apple,user_247
Android,user_1754
Android,user_7211
Android,user_9622
Apple,user_1125
Android,user_8754
Apple,user_2984
Apple,user_8130
Android,user_1611
Apple,user_4711
Apple,user_5563
Android,user_6903
Android,user_8939
Android,user_5935
Apple,user_9993
Apple,user_811
Apple,user_3066
Apple,user_2302
Android,user_4285
Apple,user_7724
Android,user_8735
Android,user_5804
Apple,user_8766
Android,user_7281
Android,user_6361
Android,user_9448
Android,user_2403
Android,user_1211
Android,user_2778
Android,user_4603
Apple,user_3374
Apple,user_5867
Android,user_839
Apple,user_927
Android,user_1698
Android,user_1117
Android,user_7334
Apple,user_814
Apple,user_264
Android,user_4913
Android,user_725
Apple,user_1641
Android,user_6104
Apple,user_7205
Apple,user_324
Android,user_5093
Apple,user_2808
Android,user_4606
Android,user_1622
Apple,user_3894
Apple,user_4164
Android,user_1949
Android,user_9441
Android,user_88
Android,user_4167
Apple,user_8275
Apple,user_4415
Android,user_2059
Apple,user_4009
Apple,user_741
Apple,user_1837
Android,user_3380
Apple,user_3365
Android,user_6038
Android,user_2733
Android,user_9597
Apple,user_9263
Android,user_7575
Apple,user_4032
Android,user_7674
Apple,user_915
Android,user_1780
Apple,user_7767
Android,user_5569
Android,user_7222
Android,user_8877
Apple,user_1324
Android,user_8288
Apple,user_4897
Apple,user_170
Android,user_8885
Android,user_6812
Android,user_972
Android,user_3388
Android,user_4250
Android,user_1853
Apple,user_6494
Apple,user_3953
Apple,user_271
Android,user_6284
Apple,user_1174
Apple,user_6050
Android,user_3864
Apple,user_4094
Android,user_3053
Apple,user_806
Android,user_1675
Android,user_2803
Android,user_1416
Apple,user_3841
Apple,user_9565
Android,user_2910
Apple,user_2941
Apple,user_5448
Apple,user_9158
Apple,user_9540
Apple,user_1916
Apple,user_7464
Android,user_3484
Apple,user_7176
Apple,user_2947
Apple,user_4732
Android,user_4871
Apple,user_8447
Apple,user_9573
Android,user_8559
Android,user_2184
Android,user_5996
Apple,user_7178
Apple,user_6728
Apple,user_1386
Apple,user_1030
Android,user_3440
Apple,user_9368
Apple,user_9880
Apple,user_6630
Apple,user_7183
Android,user_2695
Apple,user_351
Android,user_9465
Android,user_9731
Android,user_7372
Android,user_9717
Android,user_1529
Apple,user_774
Apple,user_4740
Android,user_3292
Apple,user_5692
Android,user_4738
Android,user_3742
Android,user_7817
Apple,user_6026
Apple,user_5813
Android,user_2203
Android,user_8574
Apple,user_5503
Apple,user_6395
Android,user_8419
Apple,user_79
Apple,user_3441
Apple,user_6424
Apple,user_5034
Apple,user_935
Android,user_2873
Android,user_9569
Android,user_1951
Android,user_1045
Android,user_7542
Android,user_3223
Apple,user_1609
Apple,user_8215
Android,user_3322
Android,user_6397
Apple,user_8951
Android,user_3001
Android,user_5977
Android,user_2150
Apple,user_1510
Apple,user_6642
Android,user_1138
Apple,user_1048
Apple,user_9585
Apple,user_6874
Android,user_7252
Android,user_8165
Android,user_5494
Apple,user_8222
Android,user_1098
Apple,user_2357
Apple,user_21
Android,user_6429
Apple,user_8565
Android,user_896
Apple,user_1629
Apple,user_7627
Apple,user_1412
Android,user_9456
Apple,user_8208
Apple,user_5803
Android,user_4886
Android,user_4521
Android,user_8358
Apple,user_1466
Android,user_4116
Android,user_9489
Apple,user_6209
Apple,user_8993
Apple,user_7209
Android,user_9702
Apple,user_93
Apple,user_6989
Apple,user_2087
Apple,user_7323
Apple,user_9739
Android,user_4087
Apple,user_9056
Apple,user_7236
Apple,user_2374
Unknown,user_981
Android,user_9853
Android,user_707
Android,user_2177
Android,user_4425
Apple,user_5260
Apple,user_339
Android,user_2870
Apple,user_1118
Android,user_2698
Apple,user_4610
Android,user_1242
Apple,user_6501
Apple,user_4024
Apple,user_3273
Android,user_2887
Android,user_518
Android,user_2780
Android,user_9813
Apple,user_6587
Apple,user_2061
Android,user_1588
Android,user_7853
Apple,user_897
Apple,user_4561
Apple,user_4055
Apple,user_6402
Apple,user_9012
Apple,user_9695
Apple,user_7221
Apple,user_8729
Android,user_5775
Apple,user_5393
Apple,user_5969
Apple,user_3858
Android,user_2038
Apple,user_9864
Apple,user_1694
Apple,user_8394
Apple,user_9151
Apple,user_6477
Android,user_7352
Apple,user_7258
Android,user_8082
Android,user_4391
Android,user_522
Android,user_2953
Android,user_2548
Apple,user_5186
Android,user_6913
Apple,user_4942
Apple,user_8861
Android,user_3026
Apple,user_7587
Android,user_6131
Android,user_6006
Android,user_5334
Apple,user_4565
Android,user_4974
Apple,user_4108
Android,user_3874
Android,user_7401
Apple,user_4345
