user_id,sessions_id,timestamp,root_id,root_tstamp,event_name,medium,web_id,title,bedrooms,bathrooms,price,price_period,location_id,broker_id,agent_id,area_sqft,rera_permit_no,offering_type,property_type_id,furnishings,market,amenities,rel,reference,listing_status,verified,quality_score,completion_status,year,month,day
00bfa96c-5a72-4818-9e18-748f7dca1187,b585c9d5-2e05-4bf8-aaff-cb8c55399df8,2018-11-21 09:39:30,4c820f40-f4ff-489c-8b44-02d0228a82fa,2018-11-21 09:39:30,lead_click,email,6354164,Family 1 BR Apt behind ADCB metro - No Commission!,1,1,75000,yearly,8477,1831,114604,656,,rent,1,unfurnished,residential,,target,ARN-R-2023,premium,FALSE,77.27999878,,2018,11,21
00bfa96c-5a72-4818-9e18-748f7dca1187,b585c9d5-2e05-4bf8-aaff-cb8c55399df8,2018-11-21 09:42:34,4c820f40-f4ff-489c-8b44-02d0228a82fa,2018-11-21 09:42:34,lead_send,email,6354164,Family 1 BR Apt behind ADCB metro - No Commission!,1,1,75000,yearly,8477,1831,114604,656,,rent,1,unfurnished,residential,,target,ARN-R-2023,premium,FALSE,77.27999878,,2018,11,21
00bfa96c-5a72-4818-9e18-748f7dca1187,b585c9d5-2e05-4bf8-aaff-cb8c55399df8,2018-11-21 09:42:54,08dac9ee-5ae0-46be-8dba-c77f173ff1bb,2018-11-21 09:42:54,lead_click,phone,5662978,Best Offer! Cheapest Apt behind ADCB metro - No Commission!,1,1,75000,yearly,8477,1831,114604,656,,rent,1,unfurnished,residential,,target,ARN-R-2031,featured,TRUE,96.73999786,,2018,11,21
00bfa96c-5a72-4818-9e18-748f7dca1187,b585c9d5-2e05-4bf8-aaff-cb8c55399df8,2018-11-21 09:50:54,419a549d-bc17-4287-a8a1-55487fded275,2018-11-21 09:50:54,lead_click,phone,6086938,HUGE 1BR I FOR RENT IN KARAMA I STALCO BLDG,1,1,55000,yearly,19,3019,159584,750,896930618,rent,1,unfurnished,residential,,page,nadalshiba-782889,standard,FALSE,62.79999924,,2018,11,21
00bfa96c-5a72-4818-9e18-748f7dca1187,b585c9d5-2e05-4bf8-aaff-cb8c55399df8,2018-11-21 10:03:19,a357bef6-5c42-4e53-ab5e-654d6c869d81,2018-11-21 10:03:19,lead_click,phone,5512337,karama shopping complex,1,1,45000,yearly,9263,659,150803,680,19844,rent,1,unfurnished,residential,,page,IM00100007694-R13,standard,FALSE,39.95999908,,2018,11,21
00e22377-b4dc-4292-8d3f-632ddcb2d6a6,bc6bdda4-b4a2-4d2e-bb0c-b96bbd396596,2018-11-21 19:49:32,bbd646ca-5a63-4d8d-a874-4f19a16ad90a,2018-11-21 19:49:32,lead_click,phone,6475483,"2Bedroom TH, End Unit | Amazing Location",2,2,900000,,8659,552,161645,1301,2024540734,buy,22,unfurnished,residential,,page,PF-VS-27797,standard,FALSE,79.95999908,off_plan,2018,11,21
00fb45e4-256f-468f-ab25-b73f12227256,5971b985-3b5d-4ec5-a642-1477898b715d,2018-11-21 19:15:12,ed57669b-69d5-47ae-9e53-7c57fb0bbf6f,2018-11-21 19:15:12,lead_click,phone,6522314,ON METRO HUGE STUDIE 650 sqft 6 CHQS 36K,0,1,36000,yearly,2243,1697,157955,650,25121,rent,1,unfurnished,residential,,page,BUTT-004,standard,FALSE,79.98000336,,2018,11,21
0104de50-826f-4b3f-9fda-acade8edbbaa,98648028-1e43-46d4-9a83-52f4f6a2e9c0,2018-11-21 09:50:42,4eca0d1d-4df9-4f03-bbea-2b29d3e91f27,2018-11-21 09:50:42,lead_click,phone,5814287,2 Bedrooms In Al Nahda2 - Direct from the Owner,2,2,50000,yearly,439,2791,156721,1500,19071,rent,1,unfurnished,residential,,page,AL Nahda 2 - 3BR,featured,FALSE,74.37000275,,2018,11,21
0108575f-cf59-4d34-ab73-6a6a928bd462,6dd46d4a-1059-48e6-bcdf-644b0df9e8fd,2018-11-21 21:39:20,2f3ab268-d4b1-429d-866b-c87dcb9f7505,2018-11-21 21:39:20,lead_click,phone,6533430,Downtown Burj Views Large 2 Bdr Podium Full Burj View,2,3,2500000,,2725,437,118644,1996,20338,buy,1,part_furnished,residential,,page,RLC-S-2635,standard,FALSE,75.87000275,completed,2018,11,21
010c35e7-41b2-4261-b307-3bfaad44458d,6d09fc60-8caa-4d49-8a06-b32da4b62ec7,2018-11-21 14:26:30,2ab41841-3071-44f2-8b96-d720a3b26742,2018-11-21 14:26:30,lead_click,phone,6460955,Ready to Move In(03)Type In ASAS Tower-Al Khan For Rent,3,4,90000,yearly,9679,3243,163710,2266,,rent,1,unfurnished,residential,,page,MZY-R-1111,standard,FALSE,96.61000061,,2018,11,21
010ee259-5bbf-4fad-90d6-61da174794a9,4cff6647-57ca-4d8d-a609-564b7be6f413,2018-11-21 12:59:11,104ee6d7-a750-4807-a107-7548056bed32,2018-11-21 12:59:11,lead_click,phone,6519909,Brand New 2BR Apartment Ready to Move In,2,2,65000,yearly,8460,568,120690,938,189185105,rent,1,unfurnished,residential,,page,HL-R-5328,premium,TRUE,100,,2018,11,21
010ee259-5bbf-4fad-90d6-61da174794a9,4cff6647-57ca-4d8d-a609-564b7be6f413,2018-11-21 12:59:45,76b391d4-a043-475b-b239-c0a4f57be24e,2018-11-21 12:59:45,lead_click,phone,6361831,3BR+Maids Townhouse |Town square |Type 5,3,4,1400000,,8484,555,164863,2229,2070863736,buy,22,unfurnished,residential,,page,A-NT-09,premium,TRUE,99.90000153,completed,2018,11,21
010f42fa-361e-4f3c-befd-8031be4a8565,fb2eb27f-6137-45cf-b060-a2bacdeb54e0,2018-11-21 15:15:47,e46a5b07-e40b-474b-adf6-1e13e63f8ac1,2018-11-21 15:15:47,lead_click,phone,6523026,Stand Alone Furnished 1BHK Prvt Entrance,1,1,43000,yearly,1933,1906,155566,1000,,rent,1,furnished,residential,,page,EZZT,standard,FALSE,99.91999817,,2018,11,21
01273298-8584-4dcc-96fc-e7f8d4b618ac,6fa2abdd-2419-4de8-924c-0b0c35723e26,2018-11-21 20:19:32,bbf864f3-e7ba-4c45-8921-04de4067d367,2018-11-21 20:19:32,lead_click,phone,6549404,Hot Deal 1 BHK For Sale In Lilies Towr,1,2,185000,,5207,2436,137650,1080,,buy,1,unfurnished,residential,,page,lilies 1 bhk sale,featured,FALSE,95.75,completed,2018,11,21
012d8660-fa84-4a97-b99b-5810d97a5292,7aa2bfc7-3b39-4d38-b2b0-7e12873d3d48,2018-11-21 16:19:00,0bf84534-9a4e-4479-aeae-77e246b536c7,2018-11-21 16:19:00,lead_click,phone,6506951,Furnished | Marina Residence with balcony,1,1,65000,yearly,3198,2584,160704,667,550573710,rent,1,furnished,residential,,page,AP326423,standard,TRUE,99.81999969,,2018,11,21
012d8660-fa84-4a97-b99b-5810d97a5292,7aa2bfc7-3b39-4d38-b2b0-7e12873d3d48,2018-11-21 16:20:26,c201fe5c-a5ff-4700-b179-c6be07a13bb3,2018-11-21 16:20:26,lead_click,phone,6380022,Fully Furnished 1 BR for rent in Marina Res. B,1,2,65000,yearly,3198,58,166190,613,706205655,rent,1,furnished,residential,,page,CWB-R-12098,standard,FALSE,78.01000214,,2018,11,21
012d8660-fa84-4a97-b99b-5810d97a5292,7aa2bfc7-3b39-4d38-b2b0-7e12873d3d48,2018-11-21 16:39:07,c50958a9-30c9-42ef-9b67-9de61453cb33,2018-11-21 16:39:07,lead_click,phone,6501995,Large 3 Bed+Maids Next to Metro in La Riviera,3,4,125000,yearly,3056,864,165719,1850,2207,rent,1,unfurnished,residential,,page,CI-R-48,standard,FALSE,78.36000061,,2018,11,21
01326785-4a9a-42a0-991a-9844e86092cf,0d14b176-3103-48b9-b8ed-5bbd2a877faf,2018-11-21 15:44:48,95cf7200-4b6a-46ae-aa10-a37da1b930a2,2018-11-21 15:44:48,lead_click,phone,6268512,Luxury Fully Furnished 4Br Villa for Rent,4,5,400000,yearly,4249,2375,140361,5000,,rent,35,furnished,residential,,target,LM-GHR-259,premium,TRUE,99.77999878,,2018,11,21
01460420-4fc7-4ced-9125-504f2ec04276,3891d91c-9bc3-46ef-8aea-a0323c5818f8,2018-11-21 15:28:13,87717a68-85aa-4590-928f-7a66af2f0191,2018-11-21 15:28:13,lead_click,phone,6531149,BRAND New BUILDING 1BHK WITH GYM POOL..,1,1,25000,yearly,8926,3091,161190,1000,,rent,1,unfurnished,residential,,page,new.t,standard,FALSE,99.79000092,,2018,11,21
01737102-fa3d-4c42-a0ed-cabb0c17cb22,8bd1de0b-4c0c-4bbb-a24a-4427e51299f5,2018-11-21 14:00:37,aa83c802-ae8a-4385-a3fc-725e1e39faf3,2018-11-21 14:00:37,lead_click,phone,6536602,Affordable One Bhk| Al Raffa  | 4 chqs |Family Bldg,1,2,55000,yearly,498,1212,164185,913,,rent,1,unfurnished,residential,,target,BRJ-R-4015,featured,FALSE,73.37999725,,2018,11,21
0176b1e8-578b-4292-b5df-f7f8054ae4d4,3c320981-aa99-46bb-894f-7d5b79321498,2018-11-22 00:23:37,4d4fef5a-3082-46b8-9571-3b1c81ed74b1,2018-11-22 00:23:37,lead_click,phone,6400709,1 bedroom Chiller Free in Daisy Azizi close to metro,1,2,55000,yearly,2144,967,121436,849,1117715299,rent,1,part_furnished,residential,,page,greenfuture-638655,featured,FALSE,77.06999969,,2018,11,21
0185cd15-e191-4552-bf7b-a043ad011d66,fed2f973-873e-48fb-9c1f-86492ca080ba,2018-11-21 22:30:29,804b5be8-a2b1-473c-a8af-8e55247de3c2,2018-11-21 22:30:29,lead_click,phone,6515249,Restaurant & Kitchen in Al Quoz for Sale,0,0,150000,,2221,3133,162239,1118,1580556956,buy,21,part_furnished,commercial,,page,GK-Sh-S-0073,featured,FALSE,77.01999664,,2018,11,21
0185cd15-e191-4552-bf7b-a043ad011d66,fed2f973-873e-48fb-9c1f-86492ca080ba,2018-11-21 22:30:43,57059420-c414-4591-804a-61bff9ee2480,2018-11-21 22:30:43,lead_click,phone,6515249,Restaurant & Kitchen in Al Quoz for Sale,0,0,150000,,2221,3133,162239,1118,1580556956,buy,21,part_furnished,commercial,,page,GK-Sh-S-0073,featured,FALSE,77.01999664,,2018,11,21
01ab502c-5891-49e1-a0df-a5c91c4766d1,2ebc6936-46b1-4dd1-b446-278a4dad61fb,2018-11-21 19:03:44,2411f46e-3933-4b34-be5a-0116236b585b,2018-11-21 19:03:44,lead_click,email,6548271,ELEGANT STUDIO FOR RENT IN KHABISI MERYAL,0,1,18000,yearly,8954,2976,158758,100,,rent,1,unfurnished,residential,,page,STUDIO-10B-7,standard,FALSE,65,,2018,11,21
01ab502c-5891-49e1-a0df-a5c91c4766d1,2ebc6936-46b1-4dd1-b446-278a4dad61fb,2018-11-21 19:08:45,54d5e299-c996-49fc-a650-61f68a253aca,2018-11-21 19:08:45,lead_send,email,6548271,ELEGANT STUDIO FOR RENT IN KHABISI MERYAL,0,1,18000,yearly,8954,2976,158758,100,,rent,1,unfurnished,residential,,page,STUDIO-10B-7,standard,FALSE,65,,2018,11,21
01b2db53-306e-4dce-99af-db57e51e1e2d,5f24757f-422f-4b89-88fb-04aa1a0241e4,2018-11-21 21:45:49,1e4a7b36-fd45-4c0e-b166-9cac59bf46ea,2018-11-21 21:45:49,lead_click,phone,6489745,2 Bed Creek Tower View | Cove | Lagoons,2,2,2477888,,8873,478,158362,1347,25275,buy,1,unfurnished,residential,,page,royaloasis-1137964,featured,FALSE,79.76999664,off_plan,2018,11,21
01dc0253-0e33-4107-9852-2e3e39e12405,ab57660a-5342-456b-9449-5a190978691b,2018-11-21 12:47:44,1273424e-771b-466a-b049-40a95d6388fd,2018-11-21 12:47:44,lead_click,phone,5727455,Spacious 4 Bedroom Villa Arabian Ranches,4,5,3600000,,484,1900,151682,3196,719977804,buy,35,unfurnished,residential,,page,S-OCT17-ASP-04,featured,FALSE,78.95999908,,2018,11,21
01fc3113-b30e-488b-940e-065f32f83724,55424d7f-8dea-4348-a437-e4d04f7500ea,2018-11-21 09:07:56,818f26a7-afa6-49c8-84dc-5292fcd967d1,2018-11-21 09:07:56,lead_click,phone,6274669,Beautiful Corner Plot 5Bed Villa Type 11,5,5,225000,yearly,473,1783,163444,4847,,rent,35,unfurnished,residential,,target,dandb-944982,standard,FALSE,79.83999634,,2018,11,21
01fc3113-b30e-488b-940e-065f32f83724,55424d7f-8dea-4348-a437-e4d04f7500ea,2018-11-21 09:08:38,90c67fc7-ce1d-48dd-ac68-8da34056cecc,2018-11-21 09:08:38,lead_click,phone,6204532,Great Location | Type 11 | Luxurious Villa,6,6,210000,yearly,473,2502,160829,4847,,rent,35,unfurnished,residential,,target,PLI-R-1977,standard,FALSE,79.45999908,,2018,11,21
0200ec25-e021-4018-8134-b98d05de21ee,b1397b49-571f-40a9-9304-2b4651cb6f24,2018-11-21 11:49:44,d9cf594e-cf54-41a7-b664-22b4dd9a15af,2018-11-21 11:49:44,lead_click,phone,6358025,Al Khail Heights 2 Bedroom Apt Brand New,2,3,68000,yearly,445,752,147025,1357,465134584,rent,1,unfurnished,residential,,page,VGB-R-11416,featured,FALSE,80,,2018,11,21
0200ec25-e021-4018-8134-b98d05de21ee,b1397b49-571f-40a9-9304-2b4651cb6f24,2018-11-21 11:53:50,798e01c4-3bc7-4d83-bd31-418a389fed02,2018-11-21 11:53:50,lead_click,email,6366891,Bulk Unit Available in Al Khail Heights,2,3,68000,yearly,445,752,153846,1357,465134584,rent,1,unfurnished,residential,,target,VGB-R-11431,standard,TRUE,99.73000336,,2018,11,21
0200ec25-e021-4018-8134-b98d05de21ee,b1397b49-571f-40a9-9304-2b4651cb6f24,2018-11-21 11:57:27,9db2e9e9-d52f-407b-889a-9023a9972fb6,2018-11-21 11:57:27,lead_send,email,6366891,Bulk Unit Available in Al Khail Heights,2,3,68000,yearly,445,752,153846,1357,465134584,rent,1,unfurnished,residential,,page,VGB-R-11431,standard,TRUE,99.73000336,,2018,11,21
0200ec25-e021-4018-8134-b98d05de21ee,b1397b49-571f-40a9-9304-2b4651cb6f24,2018-11-21 11:58:08,81f83626-bd56-4d6a-891a-4da9f931732e,2018-11-21 11:58:08,lead_click,phone,6358025,Al Khail Heights 2 Bedroom Apt Brand New,2,3,68000,yearly,445,752,147025,1357,,rent,1,unfurnished,residential,,target,VGB-R-11416,featured,FALSE,80,,2018,11,21
02179859-10a4-4801-a9e3-11422239595c,3d62f64f-5ba0-49d0-8b43-4cbe91e40073,2018-11-21 09:47:37,04b5025d-91e3-4211-9e67-f8b61cc531b0,2018-11-21 09:47:37,lead_click,phone,6527398,Huge Studio Converted 1BR in Executive B,0,1,69000,yearly,2500,447,161786,989,23470,rent,1,unfurnished,residential,,page,C/RJ/Exc-TB-BB/R/294,featured,FALSE,79.98000336,,2018,11,21
02179859-10a4-4801-a9e3-11422239595c,9ee12972-30ad-4927-b1dd-f1b2238d6cd0,2018-11-22 00:56:41,0c6b6f07-7684-4973-8dc8-f2e889e9fc9e,2018-11-22 00:56:41,lead_click,phone,6466026,1Bedroom+ Large Balcony -Downtown,1,1,70000,yearly,2732,2236,128495,900,25088,rent,1,unfurnished,residential,,page,LEDTBW,featured,FALSE,77.87999725,,2018,11,21
